resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year,round,circuitId,date,dob,nationality,name,country,driver_age,finished,points_scored
16786,688,347,167,16.0,15,6,6,6,1.0,101,,,,,,,17,1967,10,46,1967-10-01,1930-01-31,Swedish,Cooper-Maserati,USA,37.66461327857632,1,1.0
16787,688,306,187,22.0,18,7,7,7,0.0,101,,,,,,,17,1967,10,46,1967-10-01,1937-04-26,French,McLaren-Ford,USA,30.431211498973305,1,0.0
16788,688,341,11,3.0,11,,R,8,0.0,96,,,,,,,91,1967,10,46,1967-10-01,1934-02-11,British,Honda,USA,33.634496919917865,0,0.0
16789,688,278,6,9.0,4,,R,9,0.0,95,,,,,,,5,1967,10,46,1967-10-01,1943-07-20,New Zealander,Ferrari,USA,24.199863107460644,0,0.0
16790,688,328,66,7.0,10,,R,10,0.0,72,,,,,,,98,1967,10,46,1967-10-01,1939-06-11,British,BRM,USA,28.306639288158795,0,0.0
16791,688,235,167,21.0,16,,R,11,0.0,45,,,,,,,25,1967,10,46,1967-10-01,1945-01-01,Belgian,Cooper-Maserati,USA,22.746064339493497,0,0.0
16792,688,389,191,19.0,17,,R,12,0.0,43,,,,,,,5,1967,10,46,1967-10-01,1930-07-12,French,Brabham-Repco,USA,37.22108145106092,0,0.0
16793,688,388,66,17.0,14,,R,13,0.0,41,,,,,,,5,1967,10,46,1967-10-01,1942-06-27,British,BRM,USA,25.2621492128679,0,0.0
16794,688,374,66,8.0,13,,R,14,0.0,35,,,,,,,5,1967,10,46,1967-10-01,1936-12-30,British,BRM,USA,30.751540041067763,0,0.0
16795,688,358,167,4.0,8,,R,15,0.0,33,,,,,,,5,1967,10,46,1967-10-01,1942-04-18,Austrian,Cooper-Maserati,USA,25.453798767967147,0,0.0
16796,688,364,190,11.0,3,,R,16,0.0,24,,,,,,,22,1967,10,46,1967-10-01,1931-04-13,American,Eagle-Weslake,USA,36.46817248459959,0,0.0
16797,688,360,194,14.0,9,,R,17,0.0,16,,,,,,,47,1967,10,46,1967-10-01,1937-08-30,New Zealander,McLaren-BRM,USA,30.086242299794662,0,0.0
16798,688,382,180,18.0,7,,R,18,0.0,7,,,,,,,80,1967,10,46,1967-10-01,1935-12-26,Mexican,Lotus-Ford,USA,31.76454483230664,0,0.0
16799,689,373,180,5.0,1,1,1,1,9.0,65,1:59:28.70,7168700.0,,,,,1,1967,11,32,1967-10-22,1936-03-04,British,Lotus-Ford,Mexico,31.633127994524298,1,9.0
16800,689,356,191,1.0,5,2,2,2,6.0,65,+1:25.36,7254060.0,,,,,1,1967,11,32,1967-10-22,1926-04-02,Australian,Brabham-Repco,Mexico,41.555099247091036,1,6.0
16801,689,304,191,2.0,6,3,3,3,4.0,64,,,,,,,11,1967,11,32,1967-10-22,1936-06-18,New Zealander,Brabham-Repco,Mexico,31.342915811088297,1,4.0
16802,689,341,11,3.0,7,4,4,4,3.0,64,,,,,,,11,1967,11,32,1967-10-22,1934-02-11,British,Honda,Mexico,33.69199178644764,1,3.0
16803,689,374,66,8.0,11,5,5,5,2.0,63,,,,,,,12,1967,11,32,1967-10-22,1936-12-30,British,BRM,Mexico,30.809034907597535,1,2.0
16804,689,345,167,21.0,13,6,6,6,1.0,63,,,,,,,12,1967,11,32,1967-10-22,1940-01-18,Mexican,Cooper-Maserati,Mexico,27.759069130732374,1,1.0
16805,689,306,187,22.0,14,7,7,7,0.0,63,,,,,,,12,1967,11,32,1967-10-22,1937-04-26,French,McLaren-Ford,Mexico,30.48870636550308,1,0.0
16806,689,395,6,12.0,16,8,8,8,0.0,63,,,,,,,12,1967,11,32,1967-10-22,1942-10-26,British,Ferrari,Mexico,24.98836413415469,1,0.0
16807,689,278,6,9.0,2,9,9,9,0.0,62,,,,,,,60,1967,11,32,1967-10-22,1943-07-20,New Zealander,Ferrari,Mexico,24.257357973990416,1,0.0
16808,689,347,167,16.0,17,10,10,10,0.0,61,,,,,,,14,1967,11,32,1967-10-22,1930-01-31,Swedish,Cooper-Maserati,Mexico,37.72210814510609,1,0.0
16809,689,389,191,19.0,19,11,11,11,0.0,41,,,,,,,14,1967,11,32,1967-10-22,1930-07-12,French,Brabham-Repco,Mexico,37.27857631759069,1,0.0
16810,689,346,167,15.0,10,12,12,12,0.0,59,,,,,,,25,1967,11,32,1967-10-22,1936-07-07,Swiss,Cooper-Maserati,Mexico,31.290896646132786,1,0.0
16811,689,360,194,14.0,8,,R,13,0.0,45,,,,,,,51,1967,11,32,1967-10-22,1937-08-30,New Zealander,McLaren-BRM,Mexico,30.143737166324435,0,0.0
16812,689,388,66,17.0,15,,R,14,0.0,33,,,,,,,44,1967,11,32,1967-10-22,1942-06-27,British,BRM,Mexico,25.319644079397673,0,0.0
16813,689,328,66,7.0,12,,R,15,0.0,24,,,,,,,5,1967,11,32,1967-10-22,1939-06-11,British,BRM,Mexico,28.36413415468857,0,0.0
16814,689,289,180,6.0,4,,R,16,0.0,18,,,,,,,86,1967,11,32,1967-10-22,1929-02-15,British,Lotus-Ford,Mexico,38.680355920602324,0,0.0
16815,689,382,176,18.0,9,,R,17,0.0,12,,,,,,,22,1967,11,32,1967-10-22,1935-12-26,Mexican,Lotus-BRM,Mexico,31.822039698836413,0,0.0
16816,689,364,189,11.0,3,,R,18,0.0,4,,,,,,,21,1967,11,32,1967-10-22,1931-04-13,American,Eagle-Climax,Mexico,36.525667351129364,0,0.0
16817,689,392,176,10.0,10,,R,19,0.0,0,,,,,,,69,1967,11,32,1967-10-22,1943-03-13,American,Lotus-BRM,Mexico,24.61054072553046,0,0.0
16818,690,328,66,12.0,3,1,1,1,9.0,100,2:33:10.5,9190500.0,,,,,1,1966,1,6,1966-05-22,1939-06-11,British,BRM,Monaco,26.94592744695414,1,9.0
16819,690,385,6,16.0,5,2,2,2,6.0,100,+40.2,9230700.0,,,,,1,1966,1,6,1966-05-22,1935-12-21,Italian,Ferrari,Monaco,30.417522245037645,1,6.0
16820,690,289,66,11.0,4,3,3,3,4.0,99,,,,,,,11,1966,1,6,1966-05-22,1929-02-15,British,BRM,Monaco,37.2621492128679,1,4.0
16821,690,396,66,19.0,16,4,4,4,3.0,95,,,,,,,15,1966,1,6,1966-05-22,1933-04-27,American,BRM,Monaco,33.06776180698152,1,3.0
16822,690,386,167,9.0,9,,R,5,0.0,80,,,,,,,7,1966,1,6,1966-05-22,1930-08-05,American,Cooper-Maserati,Monaco,35.794661190965094,0,0.0
16823,690,389,167,21.0,15,,N,6,0.0,75,,,,,,,62,1966,1,6,1966-05-22,1930-07-12,French,Cooper-Maserati,Monaco,35.860369609856264,0,0.0
16824,690,347,167,18.0,16,,N,7,0.0,73,,,,,,,62,1966,1,6,1966-05-22,1930-01-31,Swedish,Cooper-Maserati,Monaco,36.303901437371664,0,0.0
16825,690,373,172,4.0,1,,R,8,0.0,60,,,,,,,22,1966,1,6,1966-05-22,1936-03-04,British,Lotus-Climax,Monaco,30.21492128678987,0,0.0
16826,690,358,167,10.0,7,,R,9,0.0,56,,,,,,,5,1966,1,6,1966-05-22,1942-04-18,Austrian,Cooper-Maserati,Monaco,24.093086926762492,0,0.0
16827,690,346,181,14.0,13,,R,10,0.0,35,,,,,,,8,1966,1,6,1966-05-22,1936-07-07,Swiss,Brabham-BRM,Monaco,29.872689938398356,0,0.0
16828,690,374,176,6.0,12,,R,11,0.0,34,,,,,,,22,1966,1,6,1966-05-22,1936-12-30,British,Lotus-BRM,Monaco,29.39082819986311,0,0.0
16829,690,356,191,7.0,11,,R,12,0.0,17,,,,,,,6,1966,1,6,1966-05-22,1926-04-02,Australian,Brabham-Repco,Monaco,40.1368925393566,0,0.0
16830,690,341,6,17.0,2,,R,13,0.0,16,,,,,,,7,1966,1,6,1966-05-22,1934-02-11,British,Ferrari,Monaco,32.27378507871321,0,0.0
16831,690,304,183,8.0,6,,R,14,0.0,15,,,,,,,7,1966,1,6,1966-05-22,1936-06-18,New Zealander,Brabham-Climax,Monaco,29.924709103353866,0,0.0
16832,690,360,187,2.0,10,,R,15,0.0,9,,,,,,,44,1966,1,6,1966-05-22,1937-08-30,New Zealander,McLaren-Ford,Monaco,28.725530458590008,0,0.0
16833,690,383,183,15.0,8,,R,16,0.0,3,,,,,,,5,1966,1,6,1966-05-22,1931-05-19,British,Brabham-Climax,Monaco,35.00889801505818,0,0.0
16834,691,341,6,6.0,1,1,1,1,9.0,28,2:09:11.3,7751300.0,,,,,1,1966,2,13,1966-06-12,1934-02-11,British,Ferrari,Belgium,32.33127994524298,1,9.0
16835,691,358,167,19.0,2,2,2,2,6.0,28,+42.1,7793400.0,,,,,1,1966,2,13,1966-06-12,1942-04-18,Austrian,Cooper-Maserati,Belgium,24.150581793292265,1,6.0
16836,691,385,6,7.0,5,3,3,3,4.0,27,,,,,,,11,1966,2,13,1966-06-12,1935-12-21,Italian,Ferrari,Belgium,30.47501711156742,1,4.0
16837,691,356,191,3.0,4,4,4,4,3.0,26,,,,,,,12,1966,2,13,1966-06-12,1926-04-02,Australian,Brabham-Repco,Belgium,40.19438740588638,1,3.0
16838,691,386,167,18.0,8,5,5,5,2.0,25,,,,,,,13,1966,2,13,1966-06-12,1930-08-05,American,Cooper-Maserati,Belgium,35.85215605749487,1,2.0
16839,691,389,167,22.0,12,,N,6,0.0,24,,,,,,,62,1966,2,13,1966-06-12,1930-07-12,French,Cooper-Maserati,Belgium,35.917864476386036,0,0.0
16840,691,364,189,27.0,15,,N,7,0.0,23,,,,,,,62,1966,2,13,1966-06-12,1931-04-13,American,Eagle-Climax,Belgium,35.16495550992471,0,0.0
16841,691,328,66,15.0,3,,R,8,0.0,0,,,,,,,3,1966,2,13,1966-06-12,1939-06-11,British,BRM,Belgium,27.003422313483917,0,0.0
16842,691,347,167,20.0,6,,R,9,0.0,0,,,,,,,3,1966,2,13,1966-06-12,1930-01-31,Swedish,Cooper-Maserati,Belgium,36.36139630390144,0,0.0
16843,691,374,176,16.0,7,,R,10,0.0,0,,,,,,,3,1966,2,13,1966-06-12,1936-12-30,British,Lotus-BRM,Belgium,29.44832306639288,0,0.0
16844,691,289,66,14.0,9,,R,11,0.0,0,,,,,,,3,1966,2,13,1966-06-12,1929-02-15,British,BRM,Belgium,37.319644079397676,0,0.0
16845,691,373,172,10.0,10,,R,12,0.0,0,,,,,,,5,1966,2,13,1966-06-12,1936-03-04,British,Lotus-Climax,Belgium,30.272416153319643,0,0.0
16846,691,396,66,8.0,11,,R,13,0.0,0,,,,,,,3,1966,2,13,1966-06-12,1933-04-27,American,BRM,Belgium,33.125256673511295,0,0.0
16847,691,304,183,4.0,13,,R,14,0.0,0,,,,,,,3,1966,2,13,1966-06-12,1936-06-18,New Zealander,Brabham-Climax,Belgium,29.982203969883642,0,0.0
16848,691,346,167,21.0,14,,R,15,0.0,0,,,,,,,3,1966,2,13,1966-06-12,1936-07-07,Swiss,Cooper-Maserati,Belgium,29.930184804928132,0,0.0
16849,691,360,188,24.0,0,,W,16,0.0,0,,,,,,,54,1966,2,13,1966-06-12,1937-08-30,New Zealander,McLaren-Serenissima,Belgium,28.78302532511978,0,0.0
16850,691,397,176,11.0,0,,W,17,0.0,0,,,,,,,5,1966,2,13,1966-06-12,1933-11-08,British,Lotus-BRM,Belgium,32.591375770020534,0,0.0
16851,691,398,66,8.0,0,,W,18,0.0,0,,,,,,,54,1966,2,13,1966-06-12,1931-04-14,British,BRM,Belgium,35.162217659137575,0,0.0
16852,692,356,191,12.0,4,1,1,1,9.0,48,1:48:31.3,6511300.0,,,,,1,1966,3,55,1966-07-03,1926-04-02,Australian,Brabham-Repco,France,40.251882272416154,1,9.0
16853,692,387,6,22.0,3,2,2,2,6.0,48,+9.5,6520800.0,,,,,1,1966,3,55,1966-07-03,1931-09-24,British,Ferrari,France,34.77344284736482,1,6.0
16854,692,304,191,14.0,9,3,3,3,4.0,46,,,,,,,12,1966,3,55,1966-07-03,1936-06-18,New Zealander,Brabham-Repco,France,30.039698836413415,1,4.0
16855,692,358,167,6.0,5,4,4,4,3.0,46,,,,,,,12,1966,3,55,1966-07-03,1942-04-18,Austrian,Cooper-Maserati,France,24.20807665982204,1,3.0
16856,692,364,189,26.0,14,5,5,5,2.0,45,,,,,,,13,1966,3,55,1966-07-03,1931-04-13,American,Eagle-Climax,France,35.22245037645448,1,2.0
16857,692,399,181,44.0,15,6,6,6,1.0,45,,,,,,,13,1966,3,55,1966-07-03,1933-03-23,British,Brabham-BRM,France,33.27857631759069,1,1.0
16858,692,383,183,36.0,12,7,7,7,0.0,44,,,,,,,14,1966,3,55,1966-07-03,1931-05-19,British,Brabham-Climax,France,35.123887748117724,1,0.0
16859,692,278,167,8.0,7,8,8,8,0.0,44,,,,,,,14,1966,3,55,1966-07-03,1943-07-20,New Zealander,Cooper-Maserati,France,22.954140999315538,1,0.0
16860,692,389,167,42.0,11,,N,9,0.0,42,,,,,,,62,1966,3,55,1966-07-03,1930-07-12,French,Cooper-Maserati,France,35.97535934291581,0,0.0
16861,692,345,172,2.0,13,,R,10,0.0,40,,,,,,,44,1966,3,55,1966-07-03,1940-01-18,Mexican,Lotus-Climax,France,26.455852156057496,0,0.0
16862,692,385,6,20.0,1,,N,11,0.0,37,,,,,,,62,1966,3,55,1966-07-03,1935-12-21,Italian,Ferrari,France,30.532511978097194,0,0.0
16863,692,347,183,30.0,17,,N,12,0.0,32,,,,,,,62,1966,3,55,1966-07-03,1930-01-31,Swedish,Brabham-Climax,France,36.41889117043121,0,0.0
16864,692,289,66,16.0,8,,R,13,0.0,13,,,,,,,5,1966,3,55,1966-07-03,1929-02-15,British,BRM,France,37.37713894592745,0,0.0
16865,692,346,167,38.0,6,,R,14,0.0,10,,,,,,,69,1966,3,55,1966-07-03,1936-07-07,Swiss,Cooper-Maserati,France,29.987679671457904,0,0.0
16866,692,374,176,32.0,10,,R,15,0.0,8,,,,,,,8,1966,3,55,1966-07-03,1936-12-30,British,Lotus-BRM,France,29.505817932922657,0,0.0
16867,692,341,167,10.0,2,,R,16,0.0,5,,,,,,,69,1966,3,55,1966-07-03,1934-02-11,British,Cooper-Maserati,France,32.388774811772755,0,0.0
16868,692,397,176,4.0,16,,R,17,0.0,3,,,,,,,6,1966,3,55,1966-07-03,1933-11-08,British,Lotus-BRM,France,32.648870636550306,0,0.0
16869,693,356,191,5.0,1,1,1,1,9.0,80,2:13:13.4,7993400.0,,,,,1,1966,4,38,1966-07-16,1926-04-02,Australian,Brabham-Repco,UK,40.28747433264887,1,9.0
16870,693,304,191,6.0,2,2,2,2,6.0,80,+9.6,8003000.0,,,,,1,1966,4,38,1966-07-16,1936-06-18,New Zealander,Brabham-Repco,UK,30.075290896646134,1,6.0
16871,693,289,66,3.0,4,3,3,3,4.0,79,,,,,,,11,1966,4,38,1966-07-16,1929-02-15,British,BRM,UK,37.412731006160165,1,4.0
16872,693,373,172,1.0,5,4,4,4,3.0,79,,,,,,,11,1966,4,38,1966-07-16,1936-03-04,British,Lotus-Climax,UK,30.365503080082135,1,3.0
16873,693,358,167,11.0,7,5,5,5,2.0,79,,,,,,,11,1966,4,38,1966-07-16,1942-04-18,Austrian,Cooper-Maserati,UK,24.243668720054757,1,2.0
16874,693,360,188,14.0,13,6,6,6,1.0,78,,,,,,,12,1966,4,38,1966-07-16,1937-08-30,New Zealander,McLaren-Serenissima,UK,28.876112251882272,1,1.0
16875,693,388,183,7.0,12,7,7,7,0.0,78,,,,,,,12,1966,4,38,1966-07-16,1942-06-27,British,Brabham-Climax,UK,24.05201916495551,1,0.0
16876,693,399,181,22.0,16,8,8,8,0.0,76,,,,,,,14,1966,4,38,1966-07-16,1933-03-23,British,Brabham-BRM,UK,33.31416837782341,1,0.0
16877,693,396,66,25.0,14,9,9,9,0.0,76,,,,,,,14,1966,4,38,1966-07-16,1933-04-27,American,BRM,UK,33.21834360027378,1,0.0
16878,693,389,167,19.0,17,10,10,10,0.0,75,,,,,,,15,1966,4,38,1966-07-16,1930-07-12,French,Cooper-Maserati,UK,36.01095140314853,1,0.0
16879,693,400,192,24.0,19,11,11,11,0.0,73,,,,,,,17,1966,4,38,1966-07-16,1933-07-27,British,Cooper-Ferrari,UK,32.969199178644764,1,0.0
16880,693,383,183,21.0,10,,N,12,0.0,70,,,,,,,62,1966,4,38,1966-07-16,1931-05-19,British,Brabham-Climax,UK,35.15947980835045,0,0.0
16881,693,346,167,20.0,11,,N,13,0.0,70,,,,,,,62,1966,4,38,1966-07-16,1936-07-07,Swiss,Cooper-Maserati,UK,30.023271731690624,0,0.0
16882,693,341,167,12.0,6,,R,14,0.0,67,,,,,,,7,1966,4,38,1966-07-16,1934-02-11,British,Cooper-Maserati,UK,32.42436687200548,0,0.0
16883,693,347,183,18.0,15,,R,15,0.0,42,,,,,,,8,1966,4,38,1966-07-16,1930-01-31,Swedish,Brabham-Climax,UK,36.45448323066393,0,0.0
16884,693,397,176,2.0,20,,R,16,0.0,32,,,,,,,6,1966,4,38,1966-07-16,1933-11-08,British,Lotus-BRM,UK,32.68446269678302,0,0.0
16885,693,328,66,4.0,8,,R,17,0.0,17,,,,,,,5,1966,4,38,1966-07-16,1939-06-11,British,BRM,UK,27.096509240246405,0,0.0
16886,693,374,176,17.0,9,,R,18,0.0,15,,,,,,,44,1966,4,38,1966-07-16,1936-12-30,British,Lotus-BRM,UK,29.541409993155373,0,0.0
16887,693,364,189,16.0,3,,R,19,0.0,9,,,,,,,5,1966,4,38,1966-07-16,1931-04-13,American,Eagle-Climax,UK,35.2580424366872,0,0.0
16888,693,401,91,23.0,18,,R,20,0.0,0,,,,,,,5,1966,4,38,1966-07-16,1936-12-26,British,Shannon,UK,29.5523613963039,0,0.0
16889,694,356,191,16.0,1,1,1,1,9.0,90,2:20:32.5,8432500.0,,,,,1,1966,5,39,1966-07-24,1926-04-02,Australian,Brabham-Repco,Netherlands,40.309377138945926,1,9.0
16890,694,289,66,12.0,7,2,2,2,6.0,89,,,,,,,11,1966,5,39,1966-07-24,1929-02-15,British,BRM,Netherlands,37.43463381245722,1,6.0
16891,694,373,172,6.0,3,3,3,3,4.0,88,,,,,,,12,1966,5,39,1966-07-24,1936-03-04,British,Lotus-Climax,Netherlands,30.38740588637919,1,4.0
16892,694,328,66,14.0,8,4,4,4,3.0,88,,,,,,,12,1966,5,39,1966-07-24,1939-06-11,British,BRM,Netherlands,27.11841204654346,1,3.0
16893,694,374,176,32.0,12,5,5,5,2.0,87,,,,,,,13,1966,5,39,1966-07-24,1936-12-30,British,Lotus-BRM,Netherlands,29.56331279945243,1,2.0
16894,694,385,6,2.0,9,6,6,6,1.0,87,,,,,,,13,1966,5,39,1966-07-24,1935-12-21,Italian,Ferrari,Netherlands,30.590006844626966,1,1.0
16895,694,347,167,30.0,13,7,7,7,0.0,84,,,,,,,16,1966,5,39,1966-07-24,1930-01-31,Swedish,Cooper-Maserati,Netherlands,36.47638603696099,1,0.0
16896,694,399,181,38.0,17,8,8,8,0.0,84,,,,,,,16,1966,5,39,1966-07-24,1933-03-23,British,Brabham-BRM,Netherlands,33.33607118412046,1,0.0
16897,694,389,167,36.0,16,9,9,9,0.0,84,,,,,,,16,1966,5,39,1966-07-24,1930-07-12,French,Cooper-Maserati,Netherlands,36.03285420944559,1,0.0
16898,694,346,167,28.0,11,,R,10,0.0,79,,,,,,,5,1966,5,39,1966-07-24,1936-07-07,Swiss,Cooper-Maserati,Netherlands,30.04517453798768,0,0.0
16899,694,383,183,34.0,14,,R,11,0.0,73,,,,,,,22,1966,5,39,1966-07-24,1931-05-19,British,Brabham-Climax,Netherlands,35.181382614647504,0,0.0
16900,694,341,167,24.0,10,,R,12,0.0,44,,,,,,,10,1966,5,39,1966-07-24,1934-02-11,British,Cooper-Maserati,Netherlands,32.446269678302535,0,0.0
16901,694,304,191,18.0,2,,R,13,0.0,37,,,,,,,80,1966,5,39,1966-07-24,1936-06-18,New Zealander,Brabham-Repco,Netherlands,30.09719370294319,0,0.0
16902,694,397,176,8.0,15,,R,14,0.0,28,,,,,,,80,1966,5,39,1966-07-24,1933-11-08,British,Lotus-BRM,Netherlands,32.70636550308008,0,0.0
16903,694,364,189,10.0,4,,R,15,0.0,26,,,,,,,44,1966,5,39,1966-07-24,1931-04-13,American,Eagle-Climax,Netherlands,35.279945242984255,0,0.0
16904,694,387,6,4.0,5,,R,16,0.0,10,,,,,,,3,1966,5,39,1966-07-24,1931-09-24,British,Ferrari,Netherlands,34.83093771389459,0,0.0
16905,694,358,167,26.0,6,,R,17,0.0,2,,,,,,,3,1966,5,39,1966-07-24,1942-04-18,Austrian,Cooper-Maserati,Netherlands,24.265571526351813,0,0.0
16906,695,356,191,3.0,5,1,1,1,9.0,15,2:27:03.0,8823000.0,,,,,1,1966,6,20,1966-08-07,1926-04-02,Australian,Brabham-Repco,Germany,40.34770704996578,1,9.0
16907,695,341,167,7.0,2,2,2,2,6.0,15,+44.4,8867400.0,,,,,1,1966,6,20,1966-08-07,1934-02-11,British,Cooper-Maserati,Germany,32.48459958932238,1,6.0
16908,695,358,167,8.0,9,3,3,3,4.0,15,+2:32.6,8975600.0,,,,,1,1966,6,20,1966-08-07,1942-04-18,Austrian,Cooper-Maserati,Germany,24.303901437371664,1,4.0
16909,695,289,66,5.0,10,4,4,4,3.0,15,+6:41.4,9224400.0,,,,,1,1966,6,20,1966-08-07,1929-02-15,British,BRM,Germany,37.47296372347707,1,3.0
16910,695,328,66,6.0,3,5,5,5,2.0,15,+8:28.9,9331900.0,,,,,1,1966,6,20,1966-08-07,1939-06-11,British,BRM,Germany,27.156741957563312,1,2.0
16911,695,385,6,9.0,6,6,6,6,1.0,15,+10:56.4,9479400.0,,,,,1,1966,6,20,1966-08-07,1935-12-21,Italian,Ferrari,Germany,30.628336755646817,1,1.0
16912,695,364,189,12.0,8,7,7,7,0.0,14,,,,,,,10,1966,6,20,1966-08-07,1931-04-13,American,Eagle-Climax,Germany,35.318275154004105,1,0.0
16913,695,397,176,2.0,17,8,8,8,0.0,14,,,,,,,11,1966,6,20,1966-08-07,1933-11-08,British,Lotus-BRM,Germany,32.74469541409993,1,0.0
16914,695,374,176,15.0,13,,R,9,0.0,12,,,,,,,91,1966,6,20,1966-08-07,1936-12-30,British,Lotus-BRM,Germany,29.60164271047228,0,0.0
16915,695,373,172,1.0,1,,R,10,0.0,11,,,,,,,3,1966,6,20,1966-08-07,1936-03-04,British,Lotus-Climax,Germany,30.425735797399042,0,0.0
16916,695,400,192,20.0,26,,R,11,0.0,10,,,,,,,22,1966,6,20,1966-08-07,1933-07-27,British,Cooper-Ferrari,Germany,33.02943189596167,0,0.0
16917,695,375,6,11.0,4,,R,12,0.0,9,,,,,,,10,1966,6,20,1966-08-07,1933-10-18,Italian,Ferrari,Germany,32.80219028062971,0,0.0
16918,695,387,6,10.0,7,,R,13,0.0,9,,,,,,,3,1966,6,20,1966-08-07,1931-09-24,British,Ferrari,Germany,34.86926762491444,0,0.0
16919,695,304,191,4.0,15,,R,14,0.0,8,,,,,,,80,1966,6,20,1966-08-07,1936-06-18,New Zealander,Brabham-Repco,Germany,30.135523613963038,0,0.0
16920,695,347,167,17.0,12,,R,15,0.0,3,,,,,,,8,1966,6,20,1966-08-07,1930-01-31,Swedish,Cooper-Maserati,Germany,36.51471594798083,0,0.0
16921,695,396,66,14.0,11,,R,16,0.0,3,,,,,,,5,1966,6,20,1966-08-07,1933-04-27,American,BRM,Germany,33.27857631759069,0,0.0
16922,695,383,183,19.0,14,,R,17,0.0,2,,,,,,,7,1966,6,20,1966-08-07,1931-05-19,British,Brabham-Climax,Germany,35.219712525667354,0,0.0
16923,695,399,181,16.0,25,,R,18,0.0,0,,,,,,,3,1966,6,20,1966-08-07,1933-03-23,British,Brabham-BRM,Germany,33.374401095140314,0,0.0
16924,695,389,167,18.0,0,,W,19,0.0,0,,,,,,,82,1966,6,20,1966-08-07,1930-07-12,French,Cooper-Maserati,Germany,36.07118412046543,0,0.0
16925,696,375,6,6.0,2,1,1,1,9.0,68,1:47:14.8,6434800.0,,,,,1,1966,7,14,1966-09-04,1933-10-18,Italian,Ferrari,Italy,32.878850102669404,1,9.0
16926,696,387,6,4.0,1,2,2,2,6.0,68,+5.8,6440600.0,,,,,1,1966,7,14,1966-09-04,1931-09-24,British,Ferrari,Italy,34.945927446954144,1,6.0
16927,696,304,191,12.0,10,3,3,3,4.0,68,+6.1,6440900.0,,,,,1,1966,7,14,1966-09-04,1936-06-18,New Zealander,Brabham-Repco,Italy,30.21218343600274,1,4.0
16928,696,358,167,16.0,8,4,4,4,3.0,67,,,,,,,11,1966,7,14,1966-09-04,1942-04-18,Austrian,Cooper-Maserati,Italy,24.380561259411362,1,3.0
16929,696,374,176,42.0,14,5,5,5,2.0,67,,,,,,,11,1966,7,14,1966-09-04,1936-12-30,British,Lotus-BRM,Italy,29.678302532511978,1,2.0
16930,696,383,183,40.0,15,6,6,6,1.0,66,,,,,,,12,1966,7,14,1966-09-04,1931-05-19,British,Brabham-Climax,Italy,35.29637234770705,1,1.0
16931,696,396,66,48.0,18,7,7,7,0.0,65,,,,,,,13,1966,7,14,1966-09-04,1933-04-27,American,BRM,Italy,33.35523613963039,1,0.0
16932,696,397,176,24.0,13,8,8,8,0.0,63,,,,,,,5,1966,7,14,1966-09-04,1933-11-08,British,Lotus-BRM,Italy,32.82135523613963,1,0.0
16933,696,402,172,20.0,20,9,9,9,0.0,63,,,,,,,15,1966,7,14,1966-09-04,1937-10-23,Italian,Lotus-Climax,Italy,28.865160848733744,1,0.0
16934,696,394,6,44.0,16,,N,10,0.0,59,,,,,,,62,1966,7,14,1966-09-04,1934-12-25,Italian,Ferrari,Italy,31.693360711841205,0,0.0
16935,696,373,176,22.0,3,,R,11,0.0,58,,,,,,,6,1966,7,14,1966-09-04,1936-03-04,British,Lotus-BRM,Italy,30.50239561943874,0,0.0
16936,696,346,167,36.0,17,,R,12,0.0,46,,,,,,,5,1966,7,14,1966-09-04,1936-07-07,Swiss,Cooper-Maserati,Italy,30.16016427104723,0,0.0
16937,696,385,6,2.0,5,,R,13,0.0,33,,,,,,,80,1966,7,14,1966-09-04,1935-12-21,Italian,Ferrari,Italy,30.704996577686515,0,0.0
16938,696,341,167,14.0,4,,R,14,0.0,31,,,,,,,95,1966,7,14,1966-09-04,1934-02-11,British,Cooper-Maserati,Italy,32.56125941136208,0,0.0
16939,696,386,11,18.0,7,,R,15,0.0,16,,,,,,,3,1966,7,14,1966-09-04,1930-08-05,American,Honda,Italy,36.082135523613964,0,0.0
16940,696,356,191,10.0,6,,R,16,0.0,7,,,,,,,44,1966,7,14,1966-09-04,1926-04-02,Australian,Brabham-Repco,Italy,40.42436687200548,0,0.0
16941,696,364,190,30.0,19,,R,17,0.0,7,,,,,,,5,1966,7,14,1966-09-04,1931-04-13,American,Eagle-Weslake,Italy,35.39493497604381,0,0.0
16942,696,328,66,28.0,9,,R,18,0.0,5,,,,,,,95,1966,7,14,1966-09-04,1939-06-11,British,BRM,Italy,27.23340177960301,0,0.0
16943,696,347,167,38.0,12,,R,19,0.0,3,,,,,,,37,1966,7,14,1966-09-04,1930-01-31,Swedish,Cooper-Maserati,Italy,36.591375770020534,0,0.0
16944,696,289,66,26.0,11,,R,20,0.0,0,,,,,,,5,1966,7,14,1966-09-04,1929-02-15,British,BRM,Italy,37.549623545516766,0,0.0
16945,696,403,189,34.0,0,,F,21,0.0,0,,,,,,,81,1966,7,14,1966-09-04,1927-04-20,American,Eagle-Climax,Italy,39.37577002053388,0,0.0
16946,696,278,181,32.0,0,,F,22,0.0,0,,,,,,,81,1966,7,14,1966-09-04,1943-07-20,New Zealander,Brabham-BRM,Italy,23.12662559890486,0,0.0
